person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
29,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,rg250,2009
55,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zg1000,2015
49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,honda,cbr600,2009
43,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2015
54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2003
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,bonneville,2011
74,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcul,2009
22,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,honda,cbr500,2016
35,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,kymco usa inc,people,2019
42,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
42,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xls,2007
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2012
16,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2017
50,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,kvf650,2005
64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,vz800,2007
52,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,zx600,2007
30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fls,2009
25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxstc,2007
28,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,yamaha,yzfr6,2008
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh80,2017
52,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
45,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,yel - yellow,indian motorcycle co.,chieftain,2019
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhxs,2018
35,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2007
24,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,suzuki,gsx-r750,2011
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,zl900,2004
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007
43,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,fld,2007
55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,victory motorcycles,judge,2014
26,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,yamaha,yzfr6,2003
56,98 - other,2 - female,1,a - suspected serious injury,mc - motorcycle,red - red,yamaha,yzfr1,2016
60,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtc,2009
77,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,fld,1996
36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,fzr600,2012
57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,vn1500,2001
49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2008
68,w - white,1 - male,0,k - fatal injury,mc - motorcycle,tan - tan,harley-davidson,fld,2016
52,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2009
61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,ninja zx,2001
76,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,honda,vt1100,2003
46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fxdwg,2007
29,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,kawasaki,zx600,2011
46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn1700,2015
33,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2005
41,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2018
51,b - black,1 - male,1,n - not injured,mc - motorcycle,blk - black,yamaha,xv1600,2001
26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2002
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2009
43,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2015
41,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,m50,1996
46,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xv1900,2014
39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,elw,2014
54,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fls,2013
23,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,yamaha,yzfr1,2014
33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,kymco usa inc,people,2012
61,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,en450,201
38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,honda,vt750,2007
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,flhx,2015
25,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,xvs650,2008
57,w - white,1 - male,1,n - not injured,mc - motorcycle,mar - maroon,harley-davidson,flt,1987
59,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,harley-davidson,flstf,2
53,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2005
20,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2006
49,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
25,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,202
61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mul - multicolored,harley-davidson,fld,2013
28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,202
37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,er650,2015
38,w - white,1 - male,0,k - fatal injury,mc - motorcycle,ple - purple,ktm,390,2017
15,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,klx230,2021
23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xls,2007
33,b - black,1 - male,0,k - fatal injury,mc - motorcycle,red - red,kawasaki,ninja zx,2009
36,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,indian motorcycle co.,scout,2019
20,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,zx600,2005
50,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,plymouth,unknown,2021
34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,kz650,2015
19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,1600,2008
20,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,202
25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2013
33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhs,2008
67,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt700,2013
29,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2007
51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xls,2001
23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vt1100,2
45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,2002
65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdwg,1996
45,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2002
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gld - gold,honda,gl1500,1998
49,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fltru,2012
27,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2022
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2007
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vtx1800,2003
23,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,202
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,vz1500,2008
47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,elw,2019
27,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,red - red,triumph car,unknown,2
41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,xl883,2009
62,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,harley-davidson,xlx,2
48,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008
46,w - white,2 - female,0,k - fatal injury,mc - motorcycle,blk - black,can-am,spyder roadster,2019
29,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
29,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvz13,2001
18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,202
53,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxstc,2007
39,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2
20,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,yamaha,fz07,2017
31,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ej650,1996
32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,202
44,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhcs,2006
60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhxi,2014
57,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fltrx,2015
30,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt700,2007
33,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2012
23,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2011
40,w - white,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,suzuki,gsx-r1000,2002
56,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gs500,2009
48,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr3,2001
48,b - black,1 - male,1,k - fatal injury,mc - motorcycle,red - red,kawasaki,ninja zx,2003
85,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xc125,2007
43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
34,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2
70,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,blk - black,harley-davidson,fld,2011
35,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2012
54,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,fld,2013
49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhrse4,2013
35,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx1000,2001
42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1000,2011
40,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2006
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,1968
16,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,genuine scooter co.,buddy,2018
48,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flht,2014
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,kawasaki,vn750,2002
19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2009
18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,xvs1100,2003
38,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xls,2016
39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,flhrsei,2003
60,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,indian motorcycle co.,chief,2021
40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,triumph motorcycle,thunderbird,201
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2008
36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhx,2011
24,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,kawasaki,ninja zx,2012
25,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxb,202
28,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,202
57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,flhc,2008
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,zx1400,2019
56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,fld,2016
44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhc,201
12,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2006
43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,honda,st1100,1995
40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2007
29,a - asian,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,honda,cbr600,2006
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,gsx,2017
26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gld - gold,aprilia,sl1000,2008
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gs700,2016
27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx750,2001
42,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,vespa,primavera,2021
21,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,grn - green,harley-davidson,xlh,2016
50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,honda,gl1800,2017
30,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,kawasaki,zx600,2003
68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,vn1700,2011
23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,er400,2021
28,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2019
34,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2015
59,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,gry - gray,harley-davidson,fxdi,2006
36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstc,2003
63,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,xl1200,1997
18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2007
58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flt,2013
28,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flh80,2003
19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2013
54,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,ktm,505,2021
31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzf600,2016
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,202
22,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,suzuki,gsx,2007
45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
59,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,vespa,m198f,2017
20,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2007
38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtc,2007
36,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2021
61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,honda,gl1100,2006
38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cr-v,2005
41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,vitara,2009
47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,all other makes,unknown,2009
47,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,kawasaki,zx1000,2008
68,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2
31,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mul - multicolored,honda,cbr600,2018
37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx1300,2006
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2
42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2008
59,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,harley-davidson,fls,2008
50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
35,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,suzuki,gsx-s750,2018
38,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2008
35,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,xl883,2008
52,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2007
63,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,honda,gl1800,2003
32,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,bmw,r1200,2019
46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,ducati,monster,2008
56,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,grn - green,kawasaki,ninja zx,2
26,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr3,2005
41,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,fjr1300,2005
21,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2015
56,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,honda,fl250,2009
34,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007
31,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,mar - maroon,kawasaki,ninja zx,2006
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,2022
27,99 - unknown,99 - unknown,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,fzs10,2001
27,99 - unknown,99 - unknown,0,n - not injured,mc - motorcycle,red - red,harley-davidson,fld,2007
21,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
52,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fxs,2013
39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn1500,2007
50,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,sil - silver,suzuki,vl800,2006
51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,ctx1300,2014
26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,kawasaki,kz1000,2006
51,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flh80,2018
23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,triumph motorcycle,bonneville,2001
53,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,kawasaki,vulcan 2000,2012
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtr1000,1998
35,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2004
37,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,suzuki,gsx,2015
70,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2005
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xv1000,2005
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fxd,2
33,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,fld,2008
33,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2013
41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,xl80,202
45,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,bro - brown,indian motorcycle co.,scout,2018
53,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,c-series,2002
20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,honda,cbr600,2007
20,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2007
43,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhx,2007
63,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh1200,2006
48,h - hispanic,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt1300,201
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,ducati,888,2015
26,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2011
62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhri,2004
18,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mul - multicolored,yamaha,yzfr1,2016
29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx750,202
22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx1300,2008
43,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,honda,cbr600,2006
38,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2015
46,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,suzuki,gsx1300,2004
58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,elw,2005
22,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2015
32,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,dl1000,2007
51,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2011
43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdbi,2009
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdb,2007
20,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl1200,202
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flstn,2015
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2011
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flsts,2008
41,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,c125,2
29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xv1000,201
76,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,flhp,2015
66,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fls,2017
16,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxs,2006
47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xlx,2002
78,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,el250,2009
