person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
46,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,can-am,outlander,2019
17,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2009
54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,vrscr,2006
38,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxrdg,2013
25,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,honda,vtx1800,2006
38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,kawasaki,zn750,2
39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2001
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,ce11,2
33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,bmw,s 1000,201
28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2006
40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzf600,2002
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ex650,2013
53,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2008
27,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,m50,2006
52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltrx,2019
44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhs,2017
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,2006
61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gld - gold,harley-davidson,fltrxs,2015
57,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2014
61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcu,2013
49,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fltrxse,2019
57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,genuine scooter co.,buddy,2014
70,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,c50,2008
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2009
72,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1997
42,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,bmw,s 1000,2018
41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcui,2007
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2017
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,ce50,1982
22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr500,2014
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gs250,2003
54,w - white,1 - male,1,k - fatal injury,mc - motorcycle,mar - maroon,suzuki,gsx,1982
29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2003
29,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,honda,cbr1000,2006
43,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,yamaha,yzfr1,2001
21,w - white,1 - male,1,n - not injured,mc - motorcycle,gry - gray,harley-davidson,flt,2019
41,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2019
67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhc,2017
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2
34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhxse,2019
57,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2004
86,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,can-am,spyder roadster,2018
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2019
73,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fxd,2015
28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,grom,2014
38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr300,2017
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,honda,vt750,2012
63,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,harley-davidson,fxrs,1986
26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fxdf,2011
35,b - black,2 - female,1,n - not injured,mc - motorcycle,blk - black,kawasaki,ninja zx,2018
19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr250,2018
31,w - white,1 - male,1,n - not injured,mc - motorcycle,ong - orange,harley-davidson,fld,2013
39,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx1000,2009
37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2018
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2007
28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ple - purple,harley-davidson,fxd,1999
22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2008
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,suzuki,gsx,2008
52,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blu - blue,can-am,spyder roadster,2018
40,99 - unknown,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2006
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,fz1,2006
29,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxlr,2017
31,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,bmw,r1200,2015
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2005
42,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,c50,2006
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2005
59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhs,2009
19,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr1000,2018
27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2014
28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,honda,grom,2018
57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstf,2004
53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,yamaha,fj1100,2007
32,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,kawasaki,kl250,2019
34,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,red - red,honda,atc250,1986
30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstf,2011
51,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,sil - silver,x-ten corporation,unknown,2008
42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2004
52,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,rocket iii,2011
20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2019
28,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,suzuki,gsx,2018
35,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2007
23,99 - unknown,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2006
26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt750,2013
42,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,flht,2004
50,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,tan - tan,harley-davidson,flhc,2014
36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,zx1000,2004
38,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2019
46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhx,2014
48,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fxs,2016
62,w - white,2 - female,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2013
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2009
50,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,flt,2018
53,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,can-am,spyder roadster,2008
31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2015
41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,vl1500,1999
66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2002
59,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,all other makes,unknown,2004
27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1100,2014
40,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr900,2002
49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltru,2008
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,2017
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzf600,1997
20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,bmw,r1200,2019
38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt750,1999
49,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,kymco usa inc,like,2012
28,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2014
53,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,red - red,kawasaki,ninja zx,2019
60,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2007
36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,harley-davidson,flhxse2,2018
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2019
62,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2004
47,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2006
31,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,yamaha,fjr1300,2016
55,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xl883,2012
17,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,homemade vehicle,unknown,2007
49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,all other makes,unknown,2008
22,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,gry - gray,honda,cmx250,2017
24,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,sym,scooter,2009
34,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,fld,2011
26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,kaf400,2019
60,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhx,2007
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,an650,2008
26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flt,2007
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxb,2019
48,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxstdi,2006
57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,201
41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2011
39,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xvs950,2009
27,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,201
45,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2018
50,w - white,1 - male,1,k - fatal injury,mc - motorcycle,grn - green,harley-davidson,flstf,2008
26,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,yamaha,yzfr1,2012
22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx600,2013
66,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fld,2006
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2006
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,grom,2015
52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017
19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt700,2015
35,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,ple - purple,yamaha,yzfr1,2017
51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxsti,2006
23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2018
54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,honda,vt1100,2007
43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrscd,2016
38,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,xlh883,2019
22,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2014
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ducati,monster,2011
31,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,m50,2008
31,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,yamaha,xvs1300,2009
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2016
36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
50,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,vrscf,2012
42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,fz1,2009
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,vespa,gts,201
40,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,vt750,2002
33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn900,2009
33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,1998
43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhx,2009
62,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fld,2017
76,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,flhc,2019
22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,harley-davidson,fld,2004
41,w - white,1 - male,0,k - fatal injury,mc - motorcycle,red - red,harley-davidson,fld,2001
49,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2019
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r1000,2006
63,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,all other makes,unknown,2009
28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2007
46,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,bro - brown,honda,cb500,1976
18,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,kawasaki,ex400,2019
