,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
13060,42,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fltrxs (harley-davidson),2015.0
13061,32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,wr200 (yamaha),2018.0
13062,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ex650 (kawasaki),2020.0
13063,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),ducati,panigale (ducati),2018.0
13064,33,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),aprilia,rsv (aprilia),2004.0
13065,12,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vfr800 (honda),2003.0
13066,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2002.0
13067,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,nc700x (honda),2014.0
13068,41,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2016.0
13069,29,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxdwg (harley-davidson),2010.0
13070,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2002.0
13071,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2012.0
13072,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2005.0
13073,27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2013.0
13074,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,mt09 (yamaha),2019.0
13075,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),yamaha,unknown (yamaha),2009.0
13076,38,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2021.0
13077,21,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),all other makes,unknown (all other makes),2018.0
13078,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2008.0
13079,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,kle650 (kawasaki),2014.0
13080,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,vtx1300 (honda),2005.0
13081,57,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ex250 (kawasaki),2007.0
13082,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flfbs (harley-davidson),2007.0
13083,36,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2018.0
13084,46,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),indian motorcycle co.,roadmaster (indian motorcycle co.),2019.0
13085,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,fxdb (harley-davidson),2007.0
13086,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,unknown (honda),2007.0
13087,39,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,98 - other  (explain in narrative),bmw,r1100 (bmw),2004.0
13088,29,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2006.0
13089,47,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xg500 (harley-davidson),2017.0
13090,64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,brz - bronze,98 - other  (explain in narrative),harley-davidson,flhtcu (harley-davidson),2015.0
13091,53,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),1994.0
13092,31,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,fzx700 (yamaha),2007.0
13093,45,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,vrsca (harley-davidson),2007.0
13094,54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2012.0
13095,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),honda,vf1100 (honda),1997.0
13096,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,nps50 (honda),2016.0
13097,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2009.0
13098,61,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2014.0
13099,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2005.0
13100,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2012.0
13101,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),unknown,unknown (unknown),2020.0
13102,50,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
13103,42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),ktm,790 (ktm),2021.0
13104,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),ktm,790 (ktm),2021.0
13105,44,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),royal enfield motors,unknown (royal enfield motors),2021.0
13106,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),ducati,999 (ducati),1999.0
13107,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr1000 (honda),2006.0
13108,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
13109,39,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2005.0
13110,29,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cmx500 (honda),2019.0
13111,53,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flfb (harley-davidson),2006.0
13112,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2018.0
13113,59,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2001.0
13114,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2017.0
13115,51,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,ct1100 (honda),2019.0
13116,24,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2007.0
13117,52,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2019.0
13118,29,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,ex400 (kawasaki),2019.0
13119,33,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2011.0
13120,32,h - hispanic,2 - female,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2012.0
13121,45,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs65 (yamaha),2000.0
13122,26,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2008.0
13123,33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2013.0
13124,50,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),can-am,unknown (can-am),2020.0
13125,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vt1100 (honda),2000.0
13126,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
13127,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,vn900 (kawasaki),2009.0
13128,58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),victory motorcycles,unknown (victory motorcycles),2004.0
13129,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2019.0
13130,66,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
13131,37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdb (harley-davidson),2016.0
13132,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,nps50 (honda),2020.0
13133,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,unknown (yamaha),2016.0
13134,36,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx (suzuki),2000.0
13135,55,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2016.0
13136,27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),imperial tr ser,unknown (imperial tr ser),2020.0
13137,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2001.0
13138,61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2004.0
13139,61,b - black,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2012.0
13140,69,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),honda,unknown (honda),2006.0
13141,45,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2003.0
13142,30,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr1000 (honda),2005.0
13143,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),1998.0
13144,26,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,s 1000 (bmw),2019.0
13145,37,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,m (bmw),2013.0
13146,47,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),suzuki,dr650 (suzuki),2019.0
13147,31,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2015.0
13148,26,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vf1100 (honda),2006.0
13149,39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2006.0
13150,23,b - black,1 - male,0,k - fatal injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2003.0
13151,42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,rx50 (yamaha),2009.0
13152,38,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flstni (harley-davidson),2006.0
13153,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),honda,crf450 (honda),2014.0
13154,55,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),all other makes,unknown (all other makes),2013.0
13155,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2013.0
13156,42,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2020.0
13157,32,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flfb (harley-davidson),2021.0
13158,58,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs650 (yamaha),2007.0
13159,63,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),bmw,r1200 (bmw),2007.0
13160,40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,vt1100 (honda),1987.0
13161,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),suzuki,sv1000 (suzuki),2003.0
13162,38,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,vulcan 2000 (kawasaki),2021.0
13163,36,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vt700 (honda),2012.0
13164,27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gz250 (suzuki),2002.0
13165,26,b - black,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2014.0
13166,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2003.0
13167,69,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2006.0
13168,21,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2007.0
13169,19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2021.0
13170,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2019.0
13171,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2005.0
13172,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2015.0
13173,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vtx1300 (honda),2004.0
13174,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,suzuki,gsx-s1000 (suzuki),2003.0
13175,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx-s1000 (suzuki),2006.0
13176,29,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2020.0
13177,57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gld - gold,98 - other  (explain in narrative),suzuki,gsf1200 (suzuki),2000.0
13178,36,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2021.0
13179,53,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),indian motorcycle co.,unknown (indian motorcycle co.),2016.0
13180,41,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),1983.0
13181,23,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,yz100 (yamaha),2019.0
13182,48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,ex400 (kawasaki),2021.0
13183,21,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2011.0
13184,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2007.0
13185,54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2011.0
13186,18,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2004.0
13187,48,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gld - gold,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
13188,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr300 (honda),2012.0
13189,24,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2007.0
13190,82,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
13191,62,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2006.0
13192,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2015.0
13193,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,dr750 (suzuki),2004.0
13194,29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),suzuki,gs1000 (suzuki),2006.0
13195,71,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,pcx (honda),2015.0
13196,67,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
13197,46,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2005.0
13198,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhs (harley-davidson),2019.0
13199,38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1984.0
13200,33,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),hawkeye,not applicable (hawkeye),2021.0
13201,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),genuine scooter co.,roughhouse (genuine scooter co.),2015.0
13202,25,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),genuine scooter co.,buddy (genuine scooter co.),2021.0
13203,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr1000 (honda),2006.0
13204,56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),honda,vtx1300 (honda),2006.0
13205,25,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,99 - unknown,98 - other  (explain in narrative),unknown,unknown (unknown),2007.0
13206,76,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),unknown,unknown (unknown),2007.0
13207,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
13208,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),yamaha,xv920 (yamaha),2014.0
13209,58,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2004.0
13210,53,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2012.0
13211,21,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,gry - gray,98 - other  (explain in narrative),suzuki,sv650 (suzuki),2008.0
13212,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdl (harley-davidson),2019.0
13213,46,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vt1100 (honda),1996.0
13214,17,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,le650 (kawasaki),2012.0
13215,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,unknown (honda),2003.0
13216,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2014.0
13217,49,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),polaris,unknown (polaris),2007.0
13218,27,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdc (harley-davidson),2012.0
13219,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1998.0
13220,53,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),suzuki,gsx1300 (suzuki),2020.0
13221,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),ducati,m900 (ducati),2001.0
13222,33,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),can-am,unknown (can-am),2020.0
13223,53,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),bmw,unknown (bmw),2006.0
13224,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
13225,29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2021.0
13226,37,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
13227,34,w - white,2 - female,1,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2012.0
13228,39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),vespa,unknown (vespa),2009.0
13229,25,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,unknown (honda),1996.0
13230,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
13231,55,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2004.0
13232,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2006.0
13233,34,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2021.0
13234,39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vtx1300 (honda),2014.0
13235,45,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2011.0
13236,49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2019.0
13237,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),1992.0
13238,30,w - white,1 - male,0,n - not injured,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2014.0
13239,20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),suzuki,gsx650 (suzuki),2007.0
13240,50,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2014.0
13241,36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2012.0
13242,37,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2017.0
13243,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,vulcan 2000 (kawasaki),2000.0
13244,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
13245,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,12 - defective or slick tires,harley-davidson,flst (harley-davidson),2000.0
